ï..Scaffold,Fper,Fcov,Mper,Mcov,chrom,log2
C8714885,97,6.5,99,7.1,3R,0.127379306476227
C8715037,99,7,98,7.1,3R,0.0204641025597155
C8715161,90,6,88,4.9,2L,-0.29218075149331
C8716213,97,6.8,98,7.8,3L,0.197939377611909
C8717645,94,6.7,100,5.9,3R,-0.183446141095931
C8719493,88,5.7,93,6.3,3R,0.144389909335175
C8720389,97,8.8,100,6.7,3L,-0.393342428179525
C8721907,98,6.6,100,8.7,3R,0.398549376490275
C8722017,99,6.8,100,7.5,3L,0.141355849245542
C8722489,98,7.9,93,3.5,X,-1.17449773123214
C8723217,98,7.5,98,6.3,3R,-0.251538766995964
C8723963,99,9.2,100,9.1,2R,-0.0157673158583165
C8725361,98,8.4,96,7.1,3R,-0.242570303274078
C8727197,99,7.7,98,7.5,2L,-0.0379678501990205
C8727367,99,6.6,96,6.2,3L,-0.0901978089715781
C8728213,100,8,97,7.6,2R,-0.0740005814437769
C8728501,99,8.9,99,7.2,2R,-0.305808429524085
C8728725,96,6.8,99,6.8,3R,0
C8730081,99,6.4,97,6.4,3L,0
C8730823,98,8.3,97,4,X,-1.05311133645956
C8730999,98,7.3,97,7.6,2R,0.0581029545635682
C8731431,99,7.7,98,8,3R,0.0551415541924608
C8732625,97,8.6,98,5.3,2L,-0.698344300138899
C8732697,97,7.3,97,6.5,2R,-0.167456745851563
C8732879,100,6.7,99,5.9,3R,-0.183446141095931
C8733665,99,8.4,99,9.1,3R,0.115477217419936
C8734271,99,8,99,7.3,3R,-0.132103536007345
C8734965,97,6.9,98,7.3,3R,0.0813001021018479
C8735157,100,5.5,98,6.8,4,0.30610312772568
C8735563,100,8.1,99,8.2,2L,0.017702001733459
C8737983,97,7.8,95,7.3,3R,-0.0955776599822311
C8738991,99,7.5,100,8.3,3L,0.146220740851044
C8739415,98,7.6,98,5.6,3L,-0.440572591385981
C8740159,100,17,99,17,3R,0
C8740377,100,7.9,100,8.9,2L,0.171952682789295
C8740729,98,7.3,99,5.2,3R,-0.489384840738925
C8741075,99,7.3,94,3.9,X,-0.904422340017769
C8741607,100,9.4,99,8.6,2R,-0.12832409697554
C8741621,99,8.6,100,9.3,2L,0.112894056405934
C8741947,99,7.5,97,7.1,2L,-0.0790715709911988
C8742409,99,8,99,7.9,X,-0.0181473467102594
C8742789,98,8.2,95,7.7,3L,-0.0907654639231822
C8742993,100,8.6,96,4.8,X,-0.841302253980942
C8744313,100,16,100,19,3R,0.247927513443585
C8744725,99,8.8,99,7.7,3L,-0.192645077942396
C8744819,99,7.8,94,3.7,X,-1.0759488532333
C8745161,99,7,98,8.4,2L,0.263034405833794
C8747987,100,9.6,99,4,X,-1.26303440583379
C8748017,100,7.9,96,3.9,X,-1.01837852931485
scaffold10,99,8.1,98,7.5,2L,-0.111031312388744
scaffold1000,97,7.7,98,7,3L,-0.137503523749935
scaffold10009,91,7.3,96,7.8,2L,0.0955776599822312
scaffold10022,99,8,98,8,3L,0
scaffold10026,97,7.7,97,6.9,3R,-0.158262083916732
scaffold10029,96,8.6,95,8.5,3L,-0.016873818564396
scaffold1004,99,8,98,7.6,3L,-0.0740005814437769
scaffold10042,95,6.9,85,3.2,X,-1.10852445677817
scaffold10043,95,7.6,94,6.9,3L,-0.139403056665416
scaffold10045,92,7.1,97,7.1,3L,0
scaffold10046,94,6.9,82,3,X,-1.20163386116965
scaffold1005,98,7.9,97,7.1,3L,-0.154033628672421
scaffold10058,99,8.8,98,7.4,3R,-0.249978253008348
scaffold10059,97,7.7,91,4.1,X,-0.909234536076818
scaffold10063,99,8.1,99,7.4,2R,-0.130396637255675
scaffold10064,98,8.3,98,7.8,2R,-0.0896372124846765
scaffold10069,99,7.8,99,6.9,3R,-0.176877762084079
scaffold10074,97,8.6,96,7.7,3R,-0.159478214007197
scaffold10090,97,8.3,98,7.9,2R,-0.0712586831698219
scaffold10095,97,7.6,90,3.7,X,-1.03847414781464
scaffold10099,95,8,92,6.7,2L,-0.25583890442959
scaffold101,100,7.4,100,7.6,3L,0.0384741478146356
scaffold10106,88,7.3,88,7.6,2R,0.0581029545635682
scaffold10110,81,6.7,80,6.8,2L,0.021373650792567
scaffold10113,98,7.6,98,7.7,3L,0.0188590272513161
scaffold10122,97,7.4,85,3.2,X,-1.20945336562895
scaffold10123,97,7.3,90,3.6,X,-1.0198995574377
scaffold10128,98,7.7,98,7.4,2R,-0.0573331750659516
scaffold1013,97,6.8,95,6.2,2R,-0.133266530863464
scaffold10133,99,8.6,98,8.1,3L,-0.0864147518174732
scaffold10135,97,7.2,97,6.5,3R,-0.147557188413858
scaffold10141,90,8.1,88,8.1,2L,0
scaffold10146,94,7.1,84,2.9,X,-1.29176612437711
scaffold10147,99,8.4,98,7.9,2R,-0.0885366746016574
scaffold10159,96,7.1,95,7.3,3L,0.0400774393753351
scaffold1016,98,8.2,98,7.8,2L,-0.0721497857558352
scaffold10168,100,7.9,99,7.6,2R,-0.0558532347335176
scaffold10170,98,8.2,92,3.8,X,-1.1096244911745
scaffold10187,98,8.5,97,7.8,2L,-0.123988717275453
scaffold1019,98,7.8,98,7.3,3L,-0.0955776599822311
scaffold10192,98,7.4,98,7.2,3R,-0.0395283641866375
scaffold10193,97,6.9,95,6.6,2R,-0.0641303374197157
scaffold10196,98,6.8,97,4.9,2R,-0.472752997135131
scaffold102,98,7.9,99,7.9,3R,0
scaffold10202,87,12,86,11,3R,-0.125530882083859
scaffold10210,87,7.3,82,3.8,X,-0.941897045436432
scaffold10220,93,8.2,94,8.6,3L,0.0687127500840143
scaffold1023,94,8.7,94,7.9,3R,-0.139162747671625
scaffold10232,99,8.2,98,7.5,2L,-0.128733314122203
scaffold10238,92,8,91,7.8,2R,-0.036525876025114
scaffold10242,100,8.8,99,8,3R,-0.137503523749935
scaffold10243,98,7.8,97,7.1,2L,-0.135655099357566
scaffold10251,97,8,98,8.6,3R,0.104336659814736
scaffold10252,98,6.9,97,7.2,3R,0.0614005446641433
scaffold10255,99,8.8,99,9.2,2R,0.0641303374197153
scaffold10257,98,8.4,95,4.1,X,-1.03476541816068
scaffold10259,87,5.1,86,4.2,2L,-0.280107919192735
scaffold10277,99,6.6,93,3.4,X,-0.956931278108114
scaffold10278,98,8.3,98,7.6,2L,-0.12711191790334
scaffold10280,97,8.3,98,7.2,U,-0.205114429904613
scaffold10281,93,5.6,90,7,3R,0.321928094887362
scaffold10294,95,8,93,7.6,3L,-0.0740005814437769
scaffold10296,94,9.3,93,9.1,U,-0.0313641709093353
scaffold10309,98,7.9,98,7.6,3R,-0.0558532347335176
scaffold10310,95,7.9,96,7.3,3R,-0.113956189297086
scaffold10314,92,8.1,90,7.5,2L,-0.111031312388744
scaffold10316,93,5.4,94,5.7,3L,0.0780025120012732
scaffold10322,98,8.1,91,4,X,-1.01792190799726
scaffold10335,89,7.2,96,7.1,2L,-0.0201778819376304
scaffold10340,96,7.6,96,8.3,3R,0.12711191790334
scaffold10343,99,7.6,97,4.1,X,-0.890375508825502
scaffold10345,96,7.8,97,8,3L,0.0365258760251142
scaffold1036,97,8.6,97,8.2,3L,-0.0687127500840144
scaffold10367,97,8.7,97,8.4,3R,-0.0506260730699678
scaffold10369,98,7.5,97,7.8,2L,0.0565835283663675
scaffold10378,97,7.1,96,6.5,3R,-0.127379306476228
scaffold10384,97,7.6,95,7.5,3R,-0.0191088229477045
scaffold10389,96,6.6,97,7,2L,0.0848888975865129
scaffold10398,98,8.3,98,8.1,3R,-0.0351894284623001
scaffold10399,99,8.3,99,7.5,3R,-0.146220740851044
scaffold1040,99,8.4,99,8,3R,-0.070389327891398
scaffold10404,98,7.1,98,7.5,2L,0.079071570991199
scaffold10410,98,8.2,97,6.6,2L,-0.31315788525963
scaffold10411,89,8.3,90,7.4,3L,-0.165586065717975
scaffold10415,94,6.9,93,6.2,2L,-0.154328146391294
scaffold10416,98,8.3,98,8,3R,-0.0531113364595626
scaffold10427,97,8.7,97,8.7,2L,0
scaffold1043,90,7.2,96,7.4,3L,0.0395283641866376
scaffold10432,97,7.1,96,6.7,2R,-0.0836579290469095
scaffold10436,98,7.6,97,7,3L,-0.118644496498619
scaffold10445,96,5.6,94,6.6,3L,0.237039197300849
scaffold10448,98,8.4,94,7.3,3L,-0.202492863898743
scaffold10465,98,8.6,95,3.8,U,-1.17833724125851
scaffold10475,99,8,98,8.1,3R,0.0179219079972623
scaffold10477,99,8.4,99,7.8,3R,-0.106915203916512
scaffold1048,98,7.4,99,6.8,3R,-0.12199052437861
scaffold1049,97,7.7,98,7.1,2L,-0.117039421190219
scaffold10493,99,8.7,96,4.2,X,-1.05062607306997
scaffold10500,98,7.8,99,7.2,3R,-0.115477217419936
scaffold10501,97,7.5,98,7,2R,-0.0995356735509144
scaffold10505,96,8.8,96,7.8,2R,-0.174029399775049
scaffold1051,98,8.1,95,4,X,-1.01792190799726
scaffold10510,97,7.3,96,6.4,2R,-0.189824558880017
scaffold10512,96,6.6,94,5.5,3L,-0.263034405833794
scaffold10513,98,7.7,97,7.3,3R,-0.0769619818148842
scaffold10524,97,7.5,97,6.2,3L,-0.274622380109006
scaffold10533,97,7.7,97,7.1,2R,-0.117039421190219
scaffold10536,95,7,94,6.5,3R,-0.106915203916512
scaffold10543,96,7.2,95,5.9,3L,-0.287281952080471
scaffold10548,93,7.3,89,3.7,X,-0.980371193251067
scaffold1055,98,8.7,97,8.2,2R,-0.0853914912306447
scaffold10551,99,8.9,98,8.2,2R,-0.118181426348314
scaffold10566,97,7.8,94,7.2,3L,-0.115477217419936
scaffold10575,95,7.8,89,3.6,X,-1.11547721741994
scaffold10587,99,7.9,99,7.3,2L,-0.113956189297086
scaffold1059,97,8,97,8.1,3R,0.0179219079972623
scaffold10591,99,8.1,99,7.4,3R,-0.130396637255675
scaffold10593,98,7.3,96,3.9,X,-0.904422340017769
scaffold10594,89,8.2,91,8.5,3L,0.0518389315196181
scaffold106,98,7.1,97,6.3,2R,-0.172467196004766
scaffold1060,95,17,94,16,2R,-0.0874628412503394
scaffold10605,97,7.4,97,6.8,2R,-0.12199052437861
scaffold10607,97,8.5,96,7.4,3R,-0.199937570508752
scaffold10621,99,7.6,98,6.9,3R,-0.139403056665416
scaffold1064,97,8.5,97,8.1,2L,-0.0695409332530771
scaffold10642,96,6.5,93,6.2,U,-0.0681715026415792
scaffold10647,99,8.6,98,7.9,2R,-0.122484006524995
scaffold10653,99,7.8,98,7.4,3R,-0.0759488532332984
scaffold10658,98,8.6,98,7.6,2R,-0.178337241258512
scaffold10662,95,6.8,88,3.2,X,-1.08746284125034
scaffold10671,97,7.6,98,7.5,2R,-0.0191088229477045
scaffold10689,99,8.5,99,7.8,2L,-0.123988717275453
scaffold1069,98,7.1,98,7.7,2R,0.117039421190219
scaffold10698,99,8.7,99,8.1,3R,-0.103093492964103
scaffold10704,95,7.4,90,3.7,X,-1
scaffold10707,93,7.7,94,7.1,2L,-0.117039421190219
scaffold10709,98,8.5,94,3.8,X,-1.16146342269412
scaffold10710,97,8.3,96,8,2L,-0.0531113364595626
scaffold10721,100,8.8,98,8.3,3R,-0.0843921872903724
scaffold10724,95,6.3,94,6.5,2R,0.0450878895285382
scaffold10746,95,7,86,3.2,X,-1.12928301694497
scaffold1076,99,8.1,99,8,3R,-0.0179219079972623
scaffold10766,99,9,99,8.7,4,-0.0489096004809466
scaffold10773,98,6.6,99,6.8,2R,0.0430687218918859
scaffold1078,97,7.7,91,3.5,X,-1.13750352374993
scaffold10783,98,7.7,94,3.9,X,-0.981384321832653
scaffold1079,97,7.8,93,4.1,U,-0.927850214244165
scaffold10791,99,7.8,98,7,3L,-0.156119201917282
scaffold10797,98,7.8,98,7.4,2R,-0.0759488532332984
scaffold10798,97,6.8,98,6.9,3L,0.0210616155278299
scaffold108,98,8.5,98,7.9,2L,-0.105610187960599
scaffold1081,95,7.7,95,7.1,2R,-0.117039421190219
scaffold10812,100,7.9,100,7.4,2R,-0.0943273825481531
scaffold10817,97,7.7,97,6.4,3L,-0.266786540694901
scaffold1082,95,7.8,97,7.5,3R,-0.0565835283663674
scaffold10829,99,8.4,98,7.7,3R,-0.125530882083859
scaffold10833,99,8.3,98,7.3,2R,-0.185214872466908
scaffold10839,99,8.6,99,8.7,2R,0.0166787411466304
scaffold10854,99,9,97,4.2,X,-1.09953567355091
scaffold10855,91,7.4,89,7.7,3R,0.0573331750659516
scaffold10859,97,6.9,97,7.2,3R,0.0614005446641433
scaffold10876,97,8.2,97,8.2,3L,0
scaffold10881,96,8.8,96,8.2,3R,-0.101879614019214
scaffold10882,98,7.8,100,7.3,3R,-0.0955776599822311
scaffold10884,98,6.6,90,5.8,2L,-0.186413124230881
scaffold10889,94,6.5,94,5.2,2L,-0.321928094887362
scaffold1089,96,7.6,90,3.8,U,-1
scaffold109,97,7.5,96,7.4,2L,-0.0193653248669311
scaffold1090,98,18,98,21,2R,0.222392421336448
scaffold10904,97,8.5,97,8.3,3L,-0.0343515047907769
scaffold10905,93,6.6,89,6.4,4,-0.0443941193584532
scaffold10912,98,6.6,97,7,3R,0.0848888975865129
scaffold10915,100,9.2,100,9.4,3R,0.0310268956206246
scaffold1092,96,6.4,95,5.7,2L,-0.167109985835258
scaffold10925,97,7.7,93,3.7,X,-1.05733317506595
scaffold10947,96,8.1,97,8,3L,-0.0179219079972623
scaffold1095,100,8.5,99,7.6,3R,-0.161463422694116
scaffold1096,95,7.4,91,3.7,X,-1
scaffold10968,94,7.4,93,6.8,3L,-0.12199052437861
scaffold10969,98,7.7,98,7.9,3L,0.0369942074822016
scaffold10972,97,8.2,96,7.6,2R,-0.109624491174498
scaffold10974,97,8.4,97,7.7,2R,-0.125530882083859
scaffold10984,85,6.5,92,6.7,3L,0.0437213774293181
scaffold10987,98,7.8,98,7.7,3R,-0.0186156781673469
scaffold10996,95,8.3,98,7.6,2R,-0.12711191790334
scaffold110,98,8.1,96,7.2,2R,-0.169925001442312
scaffold11006,99,8.2,99,8,3L,-0.0356239097307212
scaffold11010,99,8.1,100,7.8,U,-0.0544477840223763
scaffold1102,98,7.1,96,6.2,2R,-0.195550809117807
scaffold11020,90,6.6,89,6,3L,-0.137503523749935
scaffold11033,99,8.5,99,7.1,2L,-0.25964381663302
scaffold1104,95,7.2,94,6.7,2L,-0.10383581098454
scaffold11043,97,7.3,93,7,2L,-0.0605415419350507
scaffold11048,99,8,100,7.7,U,-0.055141554192461
scaffold11053,98,6.9,98,6.8,3L,-0.0210616155278297
scaffold11055,95,8.5,94,8.8,2R,0.0500406824995956
scaffold11061,99,8.1,99,7.3,2R,-0.150025444004607
scaffold11066,97,8.3,97,7.7,2L,-0.108252890652023
scaffold11075,98,6.8,89,3.1,X,-1.13326653086346
scaffold1108,96,7.5,96,7.5,3R,0
scaffold11084,98,7.6,97,6.7,2L,-0.181838322985813
scaffold11099,94,6.8,95,5.5,3L,-0.30610312772568
scaffold11106,99,8.7,95,3.9,X,-1.15754127698648
scaffold11124,99,8.9,99,7.9,2R,-0.171952682789295
scaffold11126,99,7.8,98,6.9,2R,-0.176877762084079
scaffold1113,96,7.1,96,6.3,3L,-0.172467196004766
scaffold11132,98,7.3,99,6.6,2R,-0.145430439521564
scaffold1114,96,8.2,97,7.5,2L,-0.128733314122203
scaffold11157,98,8.1,98,7.7,2R,-0.0730634621897232
scaffold11162,96,7.9,95,7.3,3R,-0.113956189297086
scaffold11165,97,8,95,3.7,X,-1.11247472925841
scaffold11166,99,8.4,97,4.1,X,-1.03476541816068
scaffold11174,96,7.3,96,6.7,3R,-0.123735368422245
scaffold1118,97,8.1,97,7.4,3R,-0.130396637255675
scaffold11186,99,9.4,99,7.3,3L,-0.36476429279762
scaffold1119,96,7.5,93,6,2R,-0.321928094887362
scaffold11194,96,7,95,5.9,3R,-0.246639967583125
scaffold11197,90,7.6,92,8.2,3L,0.109624491174498
scaffold11201,97,7,97,6.6,3L,-0.0848888975865131
scaffold11204,97,8.3,97,8.2,3L,-0.0174874267288413
scaffold1122,97,6.9,94,6.3,2R,-0.131244533278253
scaffold11220,97,7.6,96,8.4,2L,0.144389909335175
scaffold11222,100,8.1,99,7.2,3R,-0.169925001442312
scaffold11234,98,6.4,87,3,X,-1.09310940439148
scaffold1124,96,7.1,89,3.7,X,-0.940293753875732
scaffold11247,98,7.8,92,3.9,X,-1
scaffold1125,99,10,99,9.7,3R,-0.0439433475875971
scaffold11267,96,8.5,97,7.8,3R,-0.123988717275453
scaffold1128,97,7.9,96,7.7,3L,-0.0369942074822016
scaffold11281,97,8.1,97,7.2,2R,-0.169925001442312
scaffold11284,91,6.2,77,2.7,X,-1.19930880822341
scaffold11286,99,7.9,98,6.4,3R,-0.303780748177103
scaffold11296,97,7.4,98,7.3,2L,-0.0196288067489327
scaffold1130,96,8.4,95,8.6,2L,0.0339473319233375
scaffold11301,99,8.4,99,8.2,3R,-0.0347654181606768
scaffold11303,95,7.9,96,7.1,2L,-0.154033628672421
scaffold11312,96,7.9,96,8.4,3L,0.0885366746016572
scaffold11313,99,7.6,99,8.6,3L,0.178337241258512
scaffold1132,98,7.6,98,8,3R,0.0740005814437768
scaffold11326,94,8.8,96,11,X,0.321928094887362
scaffold1133,97,7.8,96,6.5,3R,-0.263034405833794
scaffold11333,95,6.7,98,6.5,2R,-0.0437213774293179
scaffold11346,99,7.4,99,7,3L,-0.0801703486839833
scaffold11348,98,7.2,97,6.5,3R,-0.147557188413858
scaffold11350,100,7.3,98,8.4,3L,0.202492863898743
scaffold11365,95,8.6,94,7.1,2R,-0.276517635197416
scaffold11368,99,8,99,7.8,2R,-0.036525876025114
scaffold1137,96,8.1,96,8,2L,-0.0179219079972623
scaffold11370,94,7.6,94,8,2R,0.0740005814437768
scaffold1138,98,7.8,98,8,2L,0.0365258760251142
scaffold11386,96,7.9,96,7.4,2R,-0.0943273825481531
scaffold11389,93,6,92,4.5,2R,-0.415037499278844
scaffold11397,99,8.7,99,7.8,2R,-0.15754127698648
scaffold1140,97,7,94,7,3R,0
scaffold1141,98,8.2,96,6.7,3R,-0.291462814160311
scaffold1144,99,7.4,98,7.6,3L,0.0384741478146356
scaffold11442,99,8,98,6.9,2L,-0.213403638109193
scaffold11447,97,7.1,96,5.7,2R,-0.31685710533994
scaffold11451,98,7.1,96,6.7,3L,-0.0836579290469095
scaffold11456,98,7.9,97,7.4,2R,-0.0943273825481531
scaffold1146,98,8.6,99,8.1,2L,-0.0864147518174732
scaffold11464,95,9.6,91,5.2,X,-0.884522782580064
scaffold1147,98,8.2,99,7.5,2R,-0.128733314122203
scaffold11472,99,7.8,99,7.2,2L,-0.115477217419936
scaffold11482,97,8.6,97,7.6,3R,-0.178337241258512
scaffold11486,99,8.1,99,7.5,2L,-0.111031312388744
scaffold11492,97,7.9,97,6.8,2R,-0.216317906926764
scaffold11505,99,8.2,96,4,X,-1.03562390973072
scaffold11509,98,37,97,53,2R,0.518467088934249
scaffold11513,96,7.4,96,7.1,2R,-0.0597062461242679
scaffold1153,94,8.7,94,8.4,3R,-0.0506260730699678
scaffold11530,98,7.9,94,3.7,X,-1.09432738254815
scaffold11534,96,7.1,96,6.9,2R,-0.0412226627265128
scaffold11535,97,8.2,96,7.9,2L,-0.0537712564409807
scaffold11542,98,8.7,98,7.7,3R,-0.176156955153827
scaffold11553,99,7.8,96,3.4,X,-1.19793937761191
scaffold11555,91,6.4,92,5.9,2R,-0.117356950638159
scaffold1156,97,7.7,96,7.5,2L,-0.0379678501990205
scaffold11566,98,7.5,95,6.3,3L,-0.251538766995964
scaffold11567,97,7.8,98,7.6,2R,-0.0374747054186629
scaffold11571,99,7.8,99,7.6,3L,-0.0374747054186629
scaffold11575,98,8.4,94,3.9,X,-1.10691520391651
scaffold11578,99,8.2,99,8.2,3L,0
scaffold11586,99,8.1,99,8,3L,-0.0179219079972623
scaffold11594,98,8.7,98,8.1,2R,-0.103093492964103
scaffold116,94,8.1,94,7.1,3L,-0.190102883379943
scaffold11608,90,6.7,94,5.6,2R,-0.258734268400168
scaffold1161,99,8.6,95,4.2,X,-1.03394733192334
scaffold11610,98,7.1,98,7,3R,-0.0204641025597156
scaffold11615,96,6.3,94,5.6,2L,-0.169925001442312
scaffold1162,97,7.4,98,7.7,2R,0.0573331750659516
scaffold11623,100,8.3,98,8.2,2L,-0.0174874267288413
scaffold11625,98,8.5,97,8,2R,-0.0874628412503394
scaffold11632,96,7.9,96,6.9,2R,-0.195256291398934
scaffold11635,95,8.2,89,3.8,X,-1.1096244911745
scaffold11647,96,8.7,95,7.7,3R,-0.176156955153827
scaffold11649,99,9,98,8.1,3R,-0.15200309344505
scaffold11655,98,7.6,98,6.5,3R,-0.225559700415131
scaffold11668,92,5.9,78,2.7,X,-1.12775554719837
scaffold11672,91,14,93,10,3R,-0.485426827170242
scaffold11677,99,7.9,98,7.3,3R,-0.113956189297086
scaffold11683,96,6.8,95,6,3R,-0.180572245641821
scaffold11686,98,7.1,99,7.6,3L,0.0981803939389033
scaffold11689,97,8,97,7.6,3R,-0.0740005814437769
scaffold11696,99,9,99,9,2R,0
scaffold11704,97,7.3,85,3.7,X,-0.980371193251067
scaffold11709,98,8.4,98,8,2R,-0.070389327891398
scaffold11711,98,8.1,98,8,X,-0.0179219079972623
scaffold11713,98,7.9,99,8.2,2L,0.0537712564409804
scaffold11717,96,7.2,95,7,3R,-0.0406419844973459
scaffold1172,95,8.3,95,6.8,2R,-0.287576590096586
scaffold11720,96,8.2,90,3.7,X,-1.14809863898913
scaffold11726,99,8.8,97,7.3,3L,-0.26960705975728
scaffold11729,98,8.3,97,7.1,2L,-0.225292311842243
scaffold1173,97,7,97,6.5,2R,-0.106915203916512
scaffold11739,100,7.9,99,7.5,2L,-0.0749620576812221
scaffold11740,91,7.8,86,4.2,X,-0.893084796083488
scaffold1175,100,7.9,99,8.9,X,0.171952682789295
scaffold11756,97,7.9,98,7.7,2R,-0.0369942074822016
scaffold11761,92,12,92,12,3R,0
scaffold118,97,8.7,90,3.7,X,-1.23349013021978
scaffold1180,92,6.5,92,6.1,3R,-0.0916304754655682
scaffold11800,98,7.3,98,7.4,3L,0.0196288067489326
scaffold11810,96,9.1,94,3.9,X,-1.22239242133645
scaffold11812,95,7.4,96,7.1,3R,-0.0597062461242679
scaffold11827,97,7.7,96,7.3,3R,-0.0769619818148842
scaffold11834,98,17,96,16,2L,-0.0874628412503394
scaffold11837,98,8.2,94,3.6,X,-1.18762700317577
scaffold1184,97,7.4,94,6.4,3R,-0.20945336562895
scaffold11846,96,7.4,82,3.4,X,-1.12199052437861
scaffold1185,99,7.8,98,7.6,3R,-0.0374747054186629
scaffold11853,99,8.7,98,7.9,3R,-0.139162747671625
scaffold11858,97,6.5,97,7.3,3R,0.167456745851563
scaffold11866,98,8.2,98,7.8,2R,-0.0721497857558352
scaffold11881,99,9.3,100,8.4,3R,-0.146841388329271
scaffold11885,98,7.9,98,7.4,3R,-0.0943273825481531
scaffold1190,98,8.4,98,8.4,3R,0
scaffold11900,98,8.6,98,7.9,2R,-0.122484006524995
scaffold11904,98,7.7,97,6.5,2L,-0.244418727666447
scaffold11914,96,7.9,94,7.8,2L,-0.0183785293148547
scaffold1193,99,7.9,99,8,3R,0.0181473467102592
scaffold11936,96,8.1,85,3.8,X,-1.09192248944104
scaffold11937,99,8.6,98,8.5,2L,-0.016873818564396
scaffold11939,96,6.5,96,6.2,2R,-0.0681715026415792
scaffold1194,97,8.3,98,7.7,3R,-0.108252890652023
scaffold11944,96,7.2,94,7.7,3R,0.096861539252589
scaffold11951,100,8.8,99,8.2,2R,-0.101879614019214
scaffold11954,98,7.8,94,3.7,X,-1.0759488532333
scaffold11960,96,8.7,94,7.8,3L,-0.15754127698648
scaffold11961,97,8.1,97,7.9,2L,-0.0360692547075216
scaffold11968,99,7.4,99,6.9,3R,-0.100928908850781
scaffold11971,99,12,98,12,3L,0
scaffold11991,97,7.8,96,7.2,3R,-0.115477217419936
scaffold1200,100,7.7,98,7,3R,-0.137503523749935
scaffold12001,98,7.5,89,3.4,X,-1.14135584924554
scaffold12008,99,7.7,99,8,2R,0.0551415541924608
scaffold12014,98,8.4,97,8.1,3L,-0.0524674198941357
scaffold12015,88,6.2,79,2.9,X,-1.0962153152593
scaffold12016,99,8.6,99,7.8,3L,-0.14086253583985
scaffold1202,97,8.4,98,7.2,3R,-0.222392421336448
scaffold12020,99,8.6,99,6.7,2R,-0.360175564244325
scaffold12024,97,7.4,99,7.3,2R,-0.0196288067489327
scaffold12026,98,7.8,98,7.6,2L,-0.0374747054186629
scaffold12036,95,9.1,94,7.6,3R,-0.259867126755111
scaffold12041,79,9.5,76,5.9,X,-0.687212558969106
scaffold12044,98,8.2,97,8.3,2R,0.0174874267288414
scaffold12049,98,6.6,97,5.3,2L,-0.316473664795254
scaffold12052,100,8.6,100,8.4,2L,-0.0339473319233375
scaffold12058,99,8.2,99,7,2L,-0.228268987673117
scaffold12059,92,7.3,83,3.5,X,-1.06054154193505
scaffold12067,97,7.8,98,8.2,3L,0.0721497857558354
scaffold12068,99,8.3,98,7.6,2R,-0.12711191790334
scaffold1207,98,7.3,98,6.6,2R,-0.145430439521564
